1
1578 29566
682 755 42
1417 280 10
352 635 49
340 906 18
1418 1355 25
796 1003 63
590 1413 52
814 995 7
46 1045 73
960 1019 27
1511 101 41
1086 60 62
520 1220 13
1383 579 57
446 726 13
1530 1323 11
585 1497 68
1203 1118 18
142 1080 23
26 1453 6
1529 869 22
1414 1208 41
929 1323 75
113 355 51
814 467 80
886 391 23
95 335 13
1402 286 3
1388 1396 23
814 1128 41
1516 1226 65
945 388 75
980 355 74
655 34 20
773 1012 41
1436 1227 55
968 202 32
402 766 30
837 1422 75
100 493 79
913 195 4
1056 1426 57
1227 302 72
684 272 51
91 138 48
1560 438 29
337 1573 56
1363 981 30
143 202 11
888 808 55
284 278 35
671 1055 63
977 682 69
1349 315 71
491 1528 56
667 575 30
1409 694 33
171 916 77
1231 844 39
730 1136 3
1279 913 45
1197 733 65
337 90 16
798 756 17
505 1427 57
537 487 49
1192 745 57
286 24 78
1074 1470 23
618 703 44
1306 892 51
1417 1245 75
1265 1106 63
948 1035 54
473 1327 4
60 537 68
734 162 82
967 1030 79
1148 1191 24
1463 1348 19
1556 1264 62
1390 1377 64
737 37 69
870 317 14
943 1075 1
985 405 67
1130 495 18
59 1182 26
532 1421 75
389 941 46
172 515 65
215 285 3
1129 1190 74
1069 352 63
800 1213 45
335 441 76
433 1322 75
864 585 80
981 1222 55
1047 787 52
864 1119 45
375 1049 46
335 1221 29
313 1290 63
863 1393 30
604 363 7
97 704 46
1076 32 6
1553 994 5
1298 1068 35
778 455 55
181 442 68
864 972 28
1046 991 69
1574 918 64
792 1448 41
1442 540 61
146 548 27
1010 1354 41
452 949 16
1077 1239 60
1305 288 13
226 560 80
1549 1068 76
1183 431 17
427 946 12
1355 1219 4
1184 1 5
1419 344 74
864 187 12
951 802 45
934 834 61
852 688 37
1092 948 9
808 1543 71
1429 1578 57
757 1517 13
389 456 57
1324 346 82
517 590 67
231 326 11
1555 608 39
407 284 39
1526 1281 38
22 210 71
834 818 62
1232 623 79
91 655 3
911 500 78
655 1327 19
1456 448 79
1190 632 9
1022 1211 56
883 241 67
452 741 81
821 687 41
440 417 57
39 257 30
1406 1542 12
427 593 27
513 545 43
439 1294 32
905 1092 58
230 960 81
1553 697 21
942 673 11
1457 40 40
982 271 2
479 1457 64
760 1563 65
779 541 33
1440 1511 7
1294 705 51
846 738 45
221 1155 39
695 597 29
1314 31 64
771 160 46
1074 131 19
131 610 67
133 436 72
1172 1510 58
500 849 21
1245 706 77
788 1500 37
1565 689 36
92 633 47
1389 200 79
338 1298 42
474 1033 4
1413 1566 23
804 1350 24
1262 1017 46
580 368 8
1448 699 22
1085 1424 72
1516 1 76
531 1495 57
334 185 79
265 808 10
1570 292 3
687 1299 23
783 292 5
1142 631 58
423 1429 24
1118 36 58
1185 120 56
593 399 41
1572 1283 61
1354 257 8
827 244 71
1235 801 72
1194 1288 59
269 1577 20
563 1349 54
1313 471 2
506 208 66
622 1545 9
686 1349 72
925 1358 48
1346 1214 39
828 913 32
1156 1054 38
454 226 58
524 1439 22
1290 1197 27
321 866 49
591 1254 62
251 1207 59
220 1325 40
351 578 64
42 65 74
1403 1463 64
728 461 49
599 1578 41
1419 871 5
1564 301 21
158 1207 50
998 756 6
1195 1040 48
219 1266 45
402 755 58
983 1203 36
422 865 46
1333 1398 62
216 57 15
579 983 28
952 525 32
599 513 15
440 987 4
1381 963 14
21 809 38
305 138 54
1577 147 74
224 1392 12
237 1041 72
758 760 64
891 1068 73
490 108 79
1096 385 16
150 1414 52
328 1195 71
462 1306 13
733 987 74
1410 1535 61
148 1099 21
366 1255 33
957 982 30
1203 1213 51
328 156 20
1527 533 56
1144 707 35
1559 685 52
1514 1523 38
398 1240 70
438 413 55
791 1145 77
683 626 80
870 574 48
982 1389 36
618 510 55
1549 574 3
1461 360 74
1561 223 63
807 216 41
1198 1008 26
564 1012 80
1371 634 2
1169 401 32
992 649 41
561 397 37
1552 815 31
725 1507 68
1280 492 18
1397 571 77
650 1501 42
1228 648 55
1268 919 37
406 1550 5
716 369 9
1321 416 50
1021 306 54
182 1362 21
419 974 58
1471 613 68
1308 49 25
1048 1019 62
1058 954 27
964 1235 13
6 748 46
1152 1125 53
1279 349 30
1403 1485 9
942 1374 66
975 714 55
1053 1448 2
849 1244 49
1302 38 54
1476 1072 68
842 1539 14
1060 577 59
136 1555 40
1438 20 66
1347 1023 53
907 361 45
726 286 59
1396 457 41
1020 1206 28
1395 1370 41
139 1562 38
1372 670 42
928 1093 9
982 527 73
1542 1550 26
1080 1442 20
631 491 16
715 373 56
132 836 33
1075 1328 25
489 983 74
1005 1083 4
6 843 53
1070 520 64
1476 896 3
928 1560 52
1355 553 22
109 1 44
471 1093 5
1005 488 53
744 1263 38
1155 1185 39
1377 1476 47
598 1157 34
33 1193 21
1244 240 9
1210 1551 81
348 263 80
697 342 63
706 828 70
547 863 43
1245 1327 18
1427 121 73
527 784 36
784 316 30
165 948 73
1 722 61
1222 1183 76
849 955 43
675 1201 23
1021 171 46
79 295 56
1160 1311 17
502 494 1
1419 1260 61
1556 1283 48
1065 99 63
838 916 26
353 1136 80
1199 884 25
64 648 39
936 759 13
45 476 61
1105 1518 7
160 1416 39
962 1251 34
1257 735 64
12 1205 13
459 1001 21
714 1524 24
837 189 59
242 688 44
1321 534 16
930 92 8
1090 845 54
1005 998 63
1222 222 14
4 548 11
1009 770 70
1084 757 76
1303 1309 82
1023 528 25
158 365 51
613 1468 82
174 109 25
1343 1242 27
322 737 56
581 1240 64
348 163 39
69 1477 62
1475 50 75
1335 180 70
37 1412 53
830 895 49
931 1464 71
1162 18 27
79 300 36
548 1202 33
494 167 7
313 758 49
529 208 53
43 1240 67
120 1379 58
1116 183 18
1468 1380 28
469 847 18
543 1482 73
389 202 38
1363 122 13
55 165 31
618 179 36
1459 545 23
1066 45 34
1529 856 24
522 454 43
1212 964 73
278 1158 28
292 1240 48
1218 934 16
856 1414 81
206 199 38
1145 123 3
614 1286 6
477 496 30
117 261 18
645 746 64
1337 704 54
537 258 63
1286 801 28
426 1556 73
469 1209 14
81 879 29
742 914 61
529 1158 21
1218 491 12
288 907 17
469 598 36
819 1273 19
859 3 45
333 772 33
958 1424 36
1066 1197 39
772 322 70
1149 1108 16
686 485 67
1128 600 1
253 1548 33
982 1374 62
546 1173 53
513 1502 72
91 1103 37
1411 1322 78
1333 786 49
843 1142 16
1179 400 37
929 1236 36
125 395 68
340 416 24
1354 583 47
882 1536 62
1059 404 40
905 1274 66
1515 1344 1
1090 1549 8
764 132 80
1098 257 22
630 213 47
317 1335 40
1191 604 62
348 595 29
784 92 43
707 1059 3
711 1026 15
240 1152 15
1093 62 58
1535 1467 43
1290 1137 35
709 817 36
852 39 12
1327 166 82
183 1240 9
351 1513 45
1314 1533 73
1473 1419 73
385 1017 61
1384 960 16
743 182 77
977 519 50
1371 1014 18
872 59 52
874 633 72
1396 881 47
62 326 51
1053 555 80
1139 921 78
560 259 42
586 655 20
594 928 4
1055 213 77
256 185 9
432 1395 48
1012 1399 11
1298 1478 66
1066 1321 11
654 148 46
903 1144 22
395 703 28
705 886 19
1186 709 15
400 1528 72
560 1336 70
482 1078 72
511 534 25
109 1182 68
1554 1067 23
1048 372 6
1107 807 22
73 1045 22
166 482 7
863 1019 58
1224 704 9
41 1351 40
89 14 20
90 1337 34
1505 94 23
599 1375 25
52 172 21
1361 1052 46
72 1538 36
401 598 19
755 59 45
602 441 45
1257 943 7
54 1047 35
1331 158 18
677 1430 9
304 718 69
1451 1215 40
331 325 22
102 1146 77
591 786 28
1544 8 52
1256 1558 45
716 281 17
933 1566 9
867 191 38
437 1470 22
71 944 23
233 951 13
481 182 23
400 693 2
1123 627 80
1275 1154 38
1345 1038 2
922 944 76
103 774 5
1476 567 6
1383 661 79
1024 582 51
230 370 49
953 1130 72
131 1034 8
1219 1172 51
313 1210 4
117 947 40
854 92 46
579 354 62
1539 284 77
1082 751 65
1278 1068 82
887 610 10
1366 1419 55
255 233 9
568 391 23
1476 516 4
1434 1285 4
1002 476 29
769 1464 59
890 1283 55
1343 583 58
127 695 39
681 1105 33
827 703 37
1202 827 68
5 1243 77
305 483 47
1505 109 33
699 599 51
225 778 57
587 1315 82
213 1352 48
939 1576 64
1130 18 41
782 929 82
385 204 11
206 1468 36
1060 600 58
1266 1559 33
1231 749 82
857 63 26
1401 578 4
1358 286 72
936 1425 77
526 610 80
1313 787 14
8 460 11
1233 513 35
1227 1578 7
633 515 59
315 80 56
341 1240 43
1352 308 41
1276 1297 23
617 430 62
727 419 11
1347 69 3
1059 757 5
1418 200 15
1212 1237 74
794 679 82
825 130 49
1244 1078 17
296 847 27
1321 1501 39
76 172 43
1192 945 48
157 1291 4
529 94 59
347 1277 32
1052 329 48
397 759 36
1532 1016 70
1301 708 70
662 1077 53
1073 1332 22
632 821 1
59 785 59
374 52 9
1214 1568 57
14 385 32
1276 1444 57
421 705 29
1236 260 9
329 803 32
1154 1339 14
1023 884 37
54 1040 24
640 1358 32
429 1205 7
1324 141 48
363 1504 34
748 444 18
372 1243 59
307 168 40
690 813 45
1276 122 43
553 554 71
200 589 43
504 982 15
37 92 20
525 885 1
1032 411 46
1401 373 82
286 698 68
584 356 12
849 855 28
115 576 64
194 1346 7
1298 202 26
852 446 35
148 46 55
834 1112 80
1234 1113 75
619 1156 12
1104 354 18
558 148 81
446 1551 73
1263 1136 36
1347 791 52
230 686 81
1293 1087 44
976 847 40
1397 585 49
767 1282 5
170 519 48
1106 580 57
1329 1125 27
1192 698 3
265 266 35
1189 210 71
393 497 23
1228 1381 76
1294 1369 60
1459 770 77
540 624 52
1116 845 37
1575 290 82
661 582 15
420 1255 4
80 1518 38
1328 1132 26
670 1195 52
14 260 63
159 215 76
456 504 47
1439 879 74
1578 989 48
1399 859 9
416 837 59
1177 1093 9
1309 1249 77
1366 859 8
118 456 5
663 854 32
1540 601 38
534 24 67
985 220 58
365 1009 4
660 749 37
292 1535 78
944 1412 28
257 440 70
51 956 6
1063 591 23
782 1099 28
994 875 69
1045 300 48
30 193 12
1042 1291 40
595 1304 65
1100 494 77
1244 743 46
572 515 69
170 1375 20
307 1154 17
157 250 78
878 918 79
254 50 59
1516 745 54
110 1264 39
1088 672 66
1091 996 25
281 507 17
134 969 10
400 782 33
915 390 45
1559 648 32
1120 196 14
1475 957 15
834 1558 71
1294 45 37
337 927 35
104 513 8
558 1315 35
1196 799 41
1132 1358 69
466 1356 72
1360 1093 47
893 642 29
228 760 15
1120 441 58
780 653 37
1419 1357 49
913 803 15
69 1530 60
1546 56 59
1334 622 16
1360 433 56
994 472 42
329 202 64
1544 1498 33
656 663 82
1431 83 28
653 949 44
801 39 19
458 883 55
383 45 82
19 695 81
1025 237 61
26 1389 29
443 752 24
236 405 28
551 1175 36
981 450 1
1568 1401 56
842 302 50
1469 1077 23
1071 701 77
57 322 38
324 750 28
572 476 47
393 1190 33
705 733 39
1327 178 35
590 900 29
943 735 1
523 1099 5
1208 286 4
1112 974 65
716 274 67
1202 109 36
1107 547 44
427 316 76
495 1412 3
14 1455 58
994 710 12
1538 1338 46
711 82 10
372 936 43
806 275 42
612 528 54
961 444 82
97 305 25
547 1348 24
1300 1272 82
695 536 42
204 721 2
100 792 61
1230 1026 51
408 619 25
1507 669 50
294 580 77
1438 600 67
361 596 53
708 951 78
1203 526 24
1450 335 40
1005 344 39
13 945 26
576 30 76
363 312 74
1395 816 17
277 780 22
1081 755 42
665 862 61
1530 1174 47
741 1120 71
988 546 25
1253 1315 13
1333 124 37
388 319 17
1260 1014 74
1571 1240 20
749 1150 24
1100 919 78
683 673 22
768 646 38
35 1401 36
1030 849 46
1433 1518 22
188 496 59
1066 1401 37
1179 85 72
507 971 1
1273 1520 26
825 1028 33
1063 402 71
678 1354 78
432 1493 61
1161 805 26
1057 1101 82
217 614 15
289 1154 14
933 1001 25
588 393 22
305 1474 32
1207 242 25
1207 1115 50
763 799 55
1537 72 74
138 1331 14
94 602 33
1054 1008 42
474 1552 42
448 1064 26
1037 120 9
1121 1561 23
424 903 44
854 724 77
1338 1359 47
848 302 4
288 1297 58
1574 680 58
899 1456 4
1417 1365 64
1018 1105 64
832 263 55
1101 1201 58
312 1355 20
789 484 51
3 1227 29
17 1073 68
362 255 19
1322 1439 18
522 61 8
983 1333 7
914 328 9
1235 1269 14
1302 578 15
281 725 65
636 1203 43
815 680 78
296 1386 18
1106 1063 10
1287 1399 62
275 642 9
100 578 30
1130 123 6
1178 1427 9
950 887 1
585 1407 48
97 1530 43
294 1409 76
377 609 61
544 1466 4
571 1015 1
638 1528 1
364 1227 15
48 531 52
365 119 80
554 48 71
995 248 50
520 925 17
624 346 62
644 652 6
212 496 5
592 99 81
1368 1036 30
747 1468 40
926 1262 16
582 1103 46
415 636 76
1375 877 51
141 263 3
441 1159 27
391 1212 71
1437 32 13
912 1377 14
138 260 52
613 1319 10
135 1356 26
76 916 12
1573 1172 67
1047 306 59
717 1260 35
1498 1422 53
1012 1097 67
1156 348 24
1033 504 82
1178 852 65
285 1478 62
1328 1142 79
1212 792 43
368 1172 40
1125 670 37
911 849 46
267 622 47
1007 711 78
315 374 56
1097 833 39
643 98 80
395 1454 1
59 338 4
302 586 24
696 1447 66
1126 347 80
1198 518 71
193 538 28
702 333 55
280 618 25
556 1343 22
1429 443 17
1295 497 29
258 1445 32
333 745 30
1211 1115 38
301 1520 42
818 1085 47
1005 597 77
748 1173 46
1494 964 8
1537 393 9
1383 528 59
1187 58 55
123 740 18
1139 878 1
891 615 36
1359 109 79
455 1576 69
833 1171 66
1095 215 53
1477 337 18
98 892 41
1325 6 4
657 95 82
1316 1115 4
809 2 55
880 1388 65
274 929 75
243 403 1
1486 625 40
15 1451 31
1537 1355 61
593 75 57
682 492 37
33 1519 12
1542 390 74
630 683 4
519 811 63
1396 14 28
78 1298 17
1129 374 23
864 1071 57
530 597 75
1455 201 75
591 339 31
380 857 80
415 366 46
991 1221 74
1538 123 73
278 417 74
72 228 3
42 544 3
1034 383 76
1528 88 42
1189 1139 49
719 1022 43
1048 188 10
1401 997 74
397 32 58
1202 889 32
215 1477 75
1329 988 19
396 424 18
1403 950 60
1144 526 56
1409 273 3
1240 1280 65
357 254 41
1126 937 1
944 1567 49
364 118 37
1327 1104 31
769 1020 70
1391 631 2
40 835 41
756 1117 4
871 980 16
18 1577 4
844 890 32
17 483 45
1021 109 43
770 88 25
7 154 78
1431 558 43
361 1454 51
84 593 40
582 53 8
5 679 32
306 172 43
614 1304 68
1138 678 18
682 182 81
22 327 7
1531 1170 77
512 820 64
401 1362 70
122 1160 16
1240 954 25
257 558 24
642 668 13
290 464 27
283 648 50
395 572 79
1139 1521 38
1493 724 57
1202 1088 17
1577 1541 70
1129 1126 20
420 964 37
167 1000 1
532 149 48
102 1577 40
160 563 39
1199 943 7
634 227 9
1208 1387 6
345 1169 65
1344 211 51
1291 996 64
1428 92 64
1212 660 11
909 317 71
1550 1408 78
963 54 35
434 1199 24
947 893 42
644 759 61
306 261 51
886 311 65
522 1483 33
1501 1271 23
1533 408 13
1234 482 1
163 130 62
811 460 20
1326 44 19
60 1365 8
425 311 73
322 160 79
1037 269 10
169 20 41
953 1121 42
356 182 19
1167 1467 62
1203 305 46
1301 1311 27
883 234 20
868 1027 46
1253 89 15
740 48 29
173 570 13
500 1319 52
545 973 22
783 1206 69
1480 298 14
1 157 1
1407 573 80
1463 28 45
649 534 26
201 362 48
1452 919 23
846 1518 76
733 565 25
1344 1082 18
1029 759 34
874 183 12
741 1462 73
149 1268 23
933 498 65
1014 1169 26
483 962 33
808 1001 22
1066 90 43
1405 785 15
963 464 51
986 39 13
787 1352 21
348 260 60
1361 1200 69
918 646 51
1328 342 17
733 1223 4
14 1301 75
198 964 76
18 165 76
1316 1399 11
60 194 7
337 842 31
541 1364 73
553 169 20
1493 177 6
503 981 64
310 920 79
402 747 74
285 662 64
1011 1363 15
1251 1323 35
695 781 74
312 1280 76
989 1283 35
1459 1042 17
1522 1484 58
1241 1555 3
899 1059 34
1472 1122 53
563 531 49
757 1448 57
1354 951 1
677 1193 59
241 1149 46
1157 986 58
73 1125 46
742 1022 12
582 228 51
443 1227 29
835 1016 81
433 487 25
1323 132 60
1257 1429 62
538 84 49
661 1403 49
190 1140 69
1262 1247 35
202 1232 67
1078 38 34
979 530 15
232 314 14
528 1211 6
1120 951 39
585 1114 65
1231 348 67
823 1394 20
687 1252 63
749 1537 72
65 1159 39
280 1051 57
356 540 15
812 1382 6
156 887 6
1337 828 5
65 38 77
339 939 77
1563 1154 49
834 65 32
219 1318 9
785 360 37
120 49 16
946 1275 65
1053 143 21
429 1272 48
114 633 65
1558 949 42
1340 559 69
1204 91 7
425 475 67
1358 1431 31
1255 1335 12
1473 1329 30
165 1119 9
1089 265 22
1147 886 37
443 40 38
81 622 33
1554 1261 64
726 1171 75
1075 1532 24
1558 397 43
1125 190 62
370 804 42
790 876 78
1139 500 50
338 1000 55
196 1464 13
811 1086 52
857 661 43
438 134 35
639 713 65
799 435 65
1409 710 51
1065 1567 10
1006 194 3
999 680 61
526 1324 20
400 70 81
340 1308 25
1029 1395 47
717 64 82
292 1070 25
1012 527 58
639 852 18
1352 277 8
1210 923 27
1528 1222 5
1509 652 78
1110 814 65
574 954 75
1527 852 57
1110 1086 55
1381 61 38
1397 220 26
1 655 3
1150 1087 23
774 263 73
525 1458 64
776 94 70
106 253 51
1524 722 22
1062 1167 40
858 427 28
406 1366 82
691 1325 16
142 321 8
420 25 56
1046 456 57
465 1291 33
170 75 59
1294 444 35
776 299 13
716 207 60
1215 1120 81
255 618 19
341 1569 77
228 788 52
690 321 28
675 603 82
722 41 63
7 196 53
1392 171 82
856 897 79
431 1454 77
11 971 72
1210 426 34
1378 916 53
691 16 39
1005 1130 9
1291 718 8
1376 1303 65
1361 495 35
1068 831 77
820 64 11
1079 954 60
452 1023 59
1523 1536 65
3 1351 66
784 979 45
1360 1044 68
651 377 40
668 1099 26
1481 861 2
884 1299 60
1466 1074 10
1546 1451 16
445 1182 64
1305 1311 32
57 1288 34
1341 1065 62
877 474 9
1099 14 34
440 971 40
116 152 80
305 62 79
810 656 73
618 1376 53
401 78 43
226 100 4
1418 1099 27
37 845 65
750 762 7
1025 1405 2
65 292 39
1551 481 12
337 818 41
1411 434 79
529 719 10
1368 1064 56
87 1574 42
321 770 4
429 1198 38
406 513 32
1140 1411 76
1050 704 81
1554 212 12
1159 689 37
860 1046 48
885 1526 47
1327 1126 74
1237 67 48
376 1150 58
645 859 29
1245 943 62
1341 553 30
513 492 65
1469 1369 4
563 1202 49
98 544 26
44 1317 81
1508 687 7
980 740 66
287 559 16
1360 1072 28
196 669 78
24 1341 60
1393 398 37
718 984 74
872 1052 55
416 26 9
1310 1123 10
1213 105 53
1034 513 31
820 1315 76
184 1399 66
1256 737 6
832 749 2
71 418 34
1561 454 54
537 741 22
355 1166 67
749 202 77
718 972 75
899 373 9
12 1396 70
1217 361 29
553 798 30
140 890 72
406 664 69
201 895 68
533 526 37
1074 16 2
463 1132 22
398 953 58
1153 1337 9
1419 680 27
556 1157 45
1274 525 35
580 102 48
113 1158 12
824 69 4
217 1512 64
1464 23 73
760 385 19
700 1022 44
1413 102 62
149 1495 80
1554 401 37
456 322 52
1377 1326 71
367 786 59
179 1165 5
1221 138 11
880 1153 20
1439 1358 62
418 435 15
1161 438 12
1397 2 69
851 862 57
95 979 76
1386 1081 34
1396 167 68
206 894 60
86 1371 7
1572 218 71
289 908 76
612 519 6
522 1025 38
8 1467 39
1503 796 42
110 176 46
1464 682 16
1381 1531 46
1100 1573 71
644 720 79
1421 1256 43
1504 502 62
1159 168 8
332 494 12
1122 1406 80
658 1098 81
268 16 82
730 437 58
1267 1166 2
7 1505 57
487 1570 44
647 22 33
1030 379 70
835 1204 63
544 369 14
1354 1083 9
1120 355 22
298 1396 75
277 102 75
545 568 47
1468 1293 3
1133 1079 63
367 1197 50
797 635 2
226 696 43
281 955 9
1222 399 9
848 614 33
861 977 41
264 1169 72
366 1321 77
352 1551 1
1147 1494 57
38 948 41
1223 513 9
1194 41 16
525 887 68
39 732 39
111 723 16
642 886 48
346 1411 42
138 168 24
1197 862 51
895 662 24
1572 195 18
420 206 75
1011 1463 12
1293 440 1
1570 1571 10
541 1493 71
1096 808 61
832 556 79
263 449 17
863 968 27
1336 1283 81
684 631 35
504 893 74
1565 1149 57
1087 1447 18
17 1064 40
276 1253 14
1453 430 12
1117 93 57
1315 592 48
996 455 69
654 507 38
948 1299 46
1152 1265 68
337 55 20
514 365 56
55 480 77
1448 1252 29
1048 1573 70
305 881 5
710 1480 17
1094 319 26
1555 266 53
682 945 48
1173 582 77
666 1154 14
709 1100 6
365 1499 51
882 23 58
22 1350 20
1274 1104 54
123 930 49
70 608 4
247 1422 72
1084 1171 59
1560 973 34
422 1409 32
1060 1547 81
1108 1283 64
413 64 25
270 1213 64
189 740 74
876 1520 37
1317 1422 80
1115 1372 74
281 1067 17
1381 650 10
275 1058 15
1209 861 16
560 1122 49
1210 948 31
255 372 64
463 1066 45
1167 1139 18
1302 790 70
1139 1454 72
737 1314 31
894 822 55
1536 262 81
1264 171 19
1047 966 65
520 487 5
1418 664 25
36 1148 39
1017 959 17
1234 1359 65
932 261 4
167 1309 7
7 155 81
620 1398 21
1413 4 75
992 809 79
1439 983 68
473 1507 73
173 478 7
1196 1272 70
157 1357 10
573 433 41
1331 1443 64
52 1353 47
1461 86 71
285 1187 4
179 379 30
163 1248 70
284 649 38
793 1288 50
425 745 32
107 65 64
363 944 20
130 1041 22
923 171 78
811 192 67
1200 259 15
470 405 48
1019 985 66
782 39 78
473 45 47
1460 874 40
71 632 39
725 1130 63
1063 772 53
1560 461 31
586 385 45
822 1268 72
474 450 49
893 1420 18
863 777 62
894 1003 29
438 670 42
295 1028 32
1305 403 36
1183 674 36
1342 1295 77
687 1231 74
824 468 61
327 349 30
1420 1458 40
1245 850 31
13 260 38
1358 311 65
953 1293 3
988 674 14
197 292 26
17 912 73
726 423 30
1189 1452 6
1250 1430 17
1228 1396 24
240 252 19
89 1022 48
532 713 53
1036 468 42
25 605 43
1522 1256 40
1410 1571 32
73 1018 67
993 839 37
1367 1223 61
937 1232 74
1553 332 70
746 229 73
582 1154 31
583 459 69
563 12 45
1256 941 77
1526 1292 40
552 687 72
522 530 41
1016 1487 52
1502 384 36
970 892 54
1146 602 80
1555 867 9
921 1311 10
1068 709 80
127 525 32
235 1084 57
823 1356 1
80 701 19
1154 697 71
635 651 56
940 853 42
1331 674 6
872 1085 53
1045 1455 60
1561 185 32
1331 1521 26
631 353 42
586 1260 44
41 539 55
893 932 42
523 424 73
97 535 3
977 1371 22
504 1226 32
312 142 16
122 708 63
1178 78 81
71 267 6
443 1221 14
517 1301 22
290 448 11
1328 1365 72
1144 745 23
656 65 45
116 433 14
504 925 5
672 1141 38
1360 319 3
1420 322 23
639 1391 12
791 234 48
989 1555 13
1018 1386 32
1091 1382 34
91 79 82
913 1548 51
1389 1034 13
740 1201 50
410 1270 23
1102 1142 3
990 819 19
208 479 31
125 938 47
561 569 67
456 1417 61
643 934 46
1191 1205 51
1312 670 48
1510 472 35
1432 1565 7
453 822 81
36 285 40
1253 1458 60
984 456 39
1352 1011 15
503 810 14
63 1547 78
122 411 35
604 896 31
172 1482 80
740 1289 76
138 520 78
82 198 76
626 438 28
487 425 42
785 1126 6
1334 1379 3
664 782 61
1093 1437 49
268 153 13
813 225 49
837 1467 41
358 1339 63
1374 98 47
1455 1091 8
669 814 73
826 1058 71
861 1155 73
571 1207 23
1099 574 62
669 1039 70
476 75 74
235 561 64
1530 876 9
958 190 50
1229 1047 17
1381 1115 42
1175 466 61
757 825 4
343 661 35
1233 399 46
1272 1534 63
131 1467 34
1282 889 78
354 870 51
1051 1545 82
232 289 25
910 529 54
624 893 48
841 1004 73
858 980 2
601 1300 16
656 1353 74
185 548 63
1132 390 31
1476 1561 15
1263 1242 66
528 1166 37
640 399 9
1305 1566 19
226 231 77
15 311 61
1521 258 61
1322 111 8
1248 976 16
693 1173 44
576 75 67
482 544 49
1025 1270 31
768 632 52
1261 392 74
198 1490 74
188 1367 52
1243 177 40
1473 18 41
1466 1135 29
190 1110 14
1435 860 44
1379 524 53
924 906 27
119 743 35
941 792 82
1105 1551 46
855 787 27
665 882 76
798 1069 17
649 1079 40
1020 564 26
356 720 15
21 652 31
1319 438 64
1549 959 33
1162 311 44
1041 57 5
1439 1429 45
189 980 68
411 419 41
1259 97 17
794 1521 3
61 1245 23
520 963 79
824 63 47
1184 397 25
1400 1102 77
1260 1159 65
1458 330 57
603 971 75
1252 628 46
1237 1175 26
480 725 34
41 114 79
1425 892 24
96 1035 78
1474 401 31
1402 52 49
432 1094 71
752 1310 62
73 1466 80
402 1214 55
313 1142 52
52 273 17
35 248 58
448 1307 18
262 317 3
90 1472 31
1130 1405 50
1130 1445 58
909 1058 29
85 1537 14
468 1399 71
818 397 44
379 764 29
719 485 5
911 481 36
662 1379 82
311 822 37
1207 25 55
665 1337 10
594 153 50
380 924 24
1475 1242 5
482 1537 15
642 1484 39
901 120 26
69 505 19
713 1039 61
362 594 40
1439 1562 52
1317 352 12
1051 1077 15
1026 601 12
82 132 65
93 1198 69
577 683 75
447 703 61
785 1011 47
608 1259 76
497 1219 55
545 475 5
1575 992 25
335 1045 81
479 1305 19
912 1229 81
85 169 24
1375 1495 11
313 594 37
1457 803 59
444 330 67
1564 591 79
241 886 81
18 1144 27
1212 1431 14
840 548 36
184 990 5
765 623 20
1519 591 18
220 1567 12
1139 436 13
1045 1515 55
729 312 74
1087 448 11
413 832 40
433 369 82
1437 1466 61
1000 1367 44
1273 860 38
445 330 41
429 933 27
412 708 54
1344 734 77
1547 176 65
312 1533 67
989 89 14
817 1148 53
773 1458 56
1041 1261 5
1085 694 55
24 1008 22
1546 644 14
1152 479 19
379 231 71
794 533 44
860 104 13
237 1542 30
984 961 79
1286 1353 13
1484 260 82
12 567 75
1122 188 43
761 1332 67
570 637 54
704 1460 76
136 353 32
1204 362 36
257 662 28
1503 469 40
804 1509 22
361 1320 38
195 1551 51
1057 1492 45
1038 804 55
658 95 73
1420 710 72
1556 67 44
207 63 52
570 605 76
85 1376 14
224 579 11
467 23 57
994 554 32
920 1552 46
121 1016 41
246 551 51
741 115 33
1500 1257 76
269 533 52
1166 669 69
762 166 25
679 1318 17
892 1436 60
193 133 80
993 1099 49
1223 688 68
1245 1445 76
60 870 49
1300 1026 15
1376 1023 71
383 465 61
734 1323 50
786 438 56
1210 986 12
1429 618 30
770 912 41
1033 660 47
413 263 2
181 94 56
455 476 54
569 515 12
209 793 35
105 239 78
710 522 15
1451 131 5
97 758 25
314 976 59
1380 553 5
657 1141 66
305 110 46
1056 716 60
1521 243 47
1387 1230 58
386 67 61
725 123 21
838 809 76
236 1395 76
808 1096 69
312 986 61
1447 973 16
1294 1033 79
1455 1453 73
234 621 3
111 71 82
1529 661 65
1555 365 44
702 1337 52
818 861 22
1196 1118 50
1546 603 67
1112 957 20
130 1221 73
922 197 34
1357 334 25
1003 826 62
610 1222 63
964 1540 72
1175 178 62
709 1553 78
961 716 21
542 136 34
1003 433 40
702 1094 9
317 1418 34
1192 595 54
1451 411 50
1354 1518 9
186 812 70
1293 439 67
1576 49 21
1322 957 12
867 785 10
1347 1384 61
284 113 82
678 1481 3
872 42 17
608 793 7
307 902 43
1089 718 47
562 405 28
550 132 12
942 390 11
986 665 70
301 311 16
303 132 4
921 453 57
827 379 68
596 428 52
1200 109 31
1405 398 70
1332 1368 18
965 742 20
255 1 16
1261 1258 77
949 718 2
1361 417 5
1497 980 68
787 56 39
988 1345 48
771 1240 11
1461 216 19
169 1535 52
563 1012 23
1389 631 68
1280 1509 60
424 1394 33
